COMIDS
71040160
71021640
71035362
71040120
71023019
71016300
71004421
71034975
71043819
71028221
71007636
71047172
71033724
71007953
71034244
71021703
71039303
71011496
71022122
71047102
71033877
71030202
71002639
71000735
71039408
71001080
71027967
71022153
71047190
71034931
71043825
71027314
71043792
71033767
71021602
71007530
71022302
71004371
71044679
71048366
71016525
71028039
71027891
71035058
71016257
71016535
71039850
71044540
71040327
71027742
71007446
71039431
71047010
71048320
71040185
71029992
71040867
71044296
71048838
71043803
71002376
71021584
71022653
71027942
71043842
71016230
71039333
71044359
71040176
71039375
71039742
71007675
71044086
71048310
71012485
71047203
71048405
71021952
71032811
71048407
71004408
71047186
71033484
71039553
71016814
71043821
71022203
71011515
71016321
71021668
71011810
71035102
71028598
71044040
71033692
71027647
71048388
71027606
71043885
71022852
72051506
72051195
72046536
72026561
72051579
72040035
72030625
72055051
72055102
72055698
72035620
72055090
72030124
72035799
72051729
72047492
72055486
72021479
72047282
72046317
72055054
72051848
72047511
72051711
72055509
72051211
72051828
72055170
72030611
72051122
72058161
72055580
72055400
72051498
72051522
72046251
72039845
72035185
72035479
72041048
72041533
72035302
72055086
72051590
72055582
72051177
72035311
72029939
72055428
72055914
72047440
72046621
72053105
72046533
72041714
72047249
72029794
72056032
72055583
72051615
72051916
72051563
72046184
72016400
72042997
72055045
72052314
72040098
72051184
72025621
72040358
72055150
72040349
72055079
72051487
72055441
72012580
72057896
72051591
73005179
73000604
73021604
73005221
73017467
73007817
73009211
73001890
73003227
73020502
73020565
73006805
73003371
73011521
73011508
73017585
73011533
73014857
73021540
73000610
73014535
73017974
73003157
73001671
73014706
73009451
73011142
73018026
73003321
73000484
73009366
73003104
73000573
73003119
73017973
73017807
73017670
73003336
73017793
73007854
73009274
73001642
73000578
73005208
73011706
73001624
73009212
73020443
73017796
73011098
73003183
73000437
73001774
73020308
73001658
73003349
73011283
73011143
73011073
73020311
73017506
73017652
73009315
73011618
73018134
73009325
73020386
73003378
73018074
73006656
73017958
73020380
73003347
73003145
73014437
73018091
73017582
73011489
73007889
73017804
73017757
73014636
73007906
73001733
73003356
73014978
73011346
73017762
73011523
73017603
73003158
73005126
73011588
73017826
73014501
73020365
73021538
73001880
73001864
73003060
73020332
73006669
73007826
73007860
73001702
73011566
73011628
73009221
73005342
73011154
73011203
73003204
73008106
73008131
73017778
73020266
73005147
73018083
73005340
73011516
73005081
73003439
73003006
73017549
73018102
73011595
73020510
73009382
73020282
73009351
73009253
73011107
73005301
73005315
73017581
73005181
73003415
73018057
73014903
73008100
73020463
73003142
73002999
73011300
73000469
73018032
73007866
73001663
73000479
73008054
73003241
73001752
73003191
73014631
73017659
73003113
73011192
73014807
73014652
73018096
73005217
73021493
73021505
73001894
73005297
73007871
73014346
73009364
73014797
73001697
73007865
73014409
73011639
73018153
73003126
73020465
73020557
73014304
73000692
73011126
73006629
73014600
73014650
73011578
73014737
73009132
73014776
73011754
73003334
73003354
73015004
73018156
73006691
73021539
73014327
73011492
73011369
73005349
73000591
73018050
73018014
73001716
73009115
73014646
73017789
73017493
73020392
73017588
73005309
73011113
73020369
73011798
73017683
73001900
73006616
73005331
73014762
73020597
73006664
73011373
73009201
73006792
73014810
73011526
73017995
73021498
73005097
73014575
73011129
73005246
73014649
73001771
73014448
73005193
73001714
73006679
73020368
73009304
73014559
73020414
74053876
74070183
74030539
74029496
74054427
74037838
74023414
74037005
74004442
74023000
74029759
74045901
74038788
74009926
74053822
74067352
74045092
74062294
74029308
74061969
74031015
74053963
74046551
74061401
74009564
74071367
74030321
74037551
74061528
74031187
74037834
74054070
74017198
74029880
74036951
74046585
74070136
74045739
74029674
74009197
74036986
74045160
74017588
74010869
74022608
74071255
74029895
74001244
74030766
74022710
74054225
74037804
74004393
74023097
74022614
74038753
74038796
74054799
74009459
74010726
74046077
74046544
74037399
74037697
74045309
74029997
74037290
74017323
74029335
74037366
74045132
74004743
74029501
74023445
74046746
74038701
74030009
74037818
74004747
74037922
74055168
74004512
74047008
74037579
74023672
74036966
74011165
74010059
74022971
74055099
74054474
74045642
74030755
74054199
74009844
74009510
74062424
74037754
74023088
74009599
74029469
74005559
74067142
74067336
74017199
74046652
74010063
74030956
74062061
74046953
74061205
74022753
74009275
74046670
74037683
74038926
74067652
74054953
74005216
74045105
74045814
74017564
74071381
74054789
74017440
74010867
74055037
74046033
74017581
74030011
74029891
74045365
74036983
74030752
74038101
74046645
74009282
74039289
74069959
74038183
74046653
74010782
74011083
74053748
74046508
74038604
74054257
74061994
74045609
74046750
74046098
74045510
74017159
74062350
74010164
74029540
74045231
74046840
74046137
74023756
74029853
74038374
74009430
74069937
74067763
74037858
74023119
74009664
74009814
74047415
74070162
74022916
74009801
74009651
74010598
74037679
74037669
74030961
74067286
74054966
74047289
74053620
74054755
74009856
74029634
74017283
74054904
74010992
74022621
74036867
74023261
74037085
74029466
74011246
74046879
74046267
74061211
74023951
74010077
74046241
74038584
74038641
74046432
74029100
74061510
74038649
74010835
74029704
74010191
74045515
74037857
74054733
74023032
74036959
74037365
74046042
74054105
74055313
74054007
74030653
74038531
74046628
74030431
74071219
74037217
74023893
74037844
74029854
74022486
74009902
74045969
74010713
74045235
74030526
74067692
74054635
74038654
74055277
74009975
74067627
74017340
74054253
74053960
74038007
74001430
74037394
74055306
74054180
74071510
74045284
74038630
74017515
74046727
74030678
74053804
74010686
74036973
74022481
74037675
74023561
74023864
74038285
74037564
74038316
74016948
74023387
74038615
74037827
74045320
74030821
74030902
74009308
74045553
74067343
74045832
74029869
74022953
74045352
74029837
74055027
74071316
74046909
74062288
74061896
74071326
74016667
74054405
74030993
74046897
74054175
74045581
74037542
74067368
74046679
74029592
74023083
74071430
74055265
74023698
74017827
74046795
74023391
74038563
74009992
74010928
74009260
74023618
74061942
74045565
74010053
74054828
74009517
74010557
74009473
74038284
74053849
74017609
74045493
74038104
74046568
74022497
74038438
74046005
74061004
74046817
74037605
74045545
74054224
74053920
74038755
74046735
74037531
74037704
74062062
74045569
74016639
74017386
74004790
74054784
74038874
74039154
74029652
74046172
74030713
74046519
74045509
74037603
74046540
74030552
74023071
75017572
75000020
75011479
75006154
75012153
75011984
75005778
75017828
75011551
75017951
75012166
75017883
75011270
75005660
75012149
75006207
75017584
75012100
75012097
75011438
75017944
75011564
75011941
75011443
75005677
75012468
75011439
75011956
75011842
75006149
75005684
75017992
75011827
75011579
75017576
75011432
75017895
75012111
75012355
75017960
75012252
75005805
75012004
75005734
75011257
75005719
75005696
75011263
75011530
75011576
77006824
77006256
77006314
77006776
77000929
77013619
77032313
77027396
77006255
77000772
77021153
77001410
77013368
77000782
77000744
77013348
77021133
77005890
77021350
77006571
77005335
77006386
77005320
77005774
77006492
77001585
77006810
77014158
77014288
77014337
77005336
77000956
77006575
77000798
77014267
77006205
77027850
77000706
77006335
77027320
77000891
77005511
77006645
77020816
77014692
77014453
77005595
77013664
77005692
77032293
77007066
77032738
77000664
77032332
77000665
77001322
77006923
77000759
77006711
77005339
77014405
77027234
77000785
77000949
77005789
77000926
77005907
77014178
77013937
77000634
77006548
77013462
77013767
77014362
77005655
77006451
77001470
77032403
77006332
77001071
77013323
77001369
77005334
77005682
77032299
77006919
77006714
77014094
77000846
77001336
77005902
77000880
77000898
77001050
77006494
77005565
77006272
77000900
77006076
77007122
78024083
78021743
78012277
78021871
78026492
78017660
78021786
78019673
78028221
78017464
78015584
78013801
78022501
78026978
78008653
78024200
78019760
78023999
78026439
78012171
78015582
78024553
78011909
78024308
78017897
78010424
78021849
78021960
78006824
78021817
78022223
78024572
78017661
78024286
78019864
78022072
78015462
78024036
78012053
78022102
78012536
78024019
78019884
78021751
78015690
78004174
78012298
78015711
78024520
78022113
78024048
78017483
78026697
78015672
78005565
78022130
78017558
78008294
78021707
78024173
78017957
78026709
78021933
78019971
78021942
78012206
78024190
78017906
78017489
78026461
78017501
78017496
78021947
78017510
78015460
78022195
78021926
78019746
78017471
78014093
78022152
78017721
78019945
78015467
78008403
78024090
78024254
78012013
78024037
78010230
78026512
78024001
78012642
78024357
78028163
78017609
78010211
78015477
78015836
78015680
78014117
78019888
78017902
78026497
78024471
78021676
78010542
78012172
78019905
78017669
78013823
78024531
78012303
78024551
78019722
78017968
78015682
78026488
78026699
78021698
78015473
78015474
78014004
78014133
78024139
78026670
78013865
78024140
78022043
78013685
78026441
78022244
78014125
78019727
78021830
78024051
78021944
78013893
78017946
78021930
78028215
78017520
78006956
78024312
78013828
78026539
78021718
78012168
78021723
78017555
22024371
24016302
21008842
22022047
24016273
23004574
23009813
23009200
23015415
23004370
22031965
21005021
23002633
22020336
23025105
23005144
24016602
24019357
24031049
22028506
22021762
24027710
23010565
24016763
23015502
24010230
23002455
23002983
23023411
21013632
22034808
23007213
23026558
22040197
24006817
23004508
23010965
22021784
21013607
23014588
23019877
24034160
23026135
23007004
23009622
21000228
24030755
23014982
24005381
22032723
24033794
22014613
23017491
23010204
24036385
22020752
21014338
22016778
23004839
23018629
23001133
23013785
23009568
23024849
22029253
21000275
24025039
21001467
21008553
23004747
23023914
22022246
23010529
22014667
23012849
23023311
22025602
24008057
24009854
22021180
23017742
23017715
23016222
23002641
23004386
24007939
22013680
23001184
23018722
22034765
23009447
23002140
23015070
21000441
23004344
23005275
21002084
23009375
23010326
24014003
23005858
22020666
23005682
23014193
22023513
22030108
23010664
24038264
23005521
24031183
22034805
23015172
23000058
22020550
23009931
23013649
23021974
23017672
23022212
23009847
24028184
22022357
23009459
21000247
24010047
23004535
23010491
21003862
24034032
21013090
23021181
23005367
23002635
24034401
23004591
22019863
23005412
22024270
21008830
22022154
23000867
23018637
23004242
22020495
22014237
23015124
22035597
23014195
21001912
22013720
24033738
23009652
23000926
24021947
23015041
23014185
24007619
23012775
24034019
23012391
23023701
23010096
23013611
23004460
21013272
23010349
23004374
24001302
23014311
24004453
23029797
23009648
24006907
23005417
24025888
23009412
23029461
23023175
22019877
24001274
23020989
21012937
24009997
24019002
24030843
24004998
23009188
23017494
23005067
23009660
22020489
23022876
24036395
23021211
24009746
23022258
24004894
23018183
23024275
21000654
21018705
24001803
23001143
21008076
24004764
21000333
23002273
22029918
24027796
22022307
22033664
22014997
23014389
23005534
24001343
23004360
24019191
22020342
23021141
22033808
23014916
24030987
23018381
23008331
22036171
23017648
22021175
22020172
23006150
22014695
23002267
24033930
23021808
23019173
23001043
23015444
23010000
24016162
23033378
24010310
24030637
23018591
24004859
23018672
23015133
23018809
22021666
23010731
24009737
23011201
23005924
23013946
23004728
24001263
24013755
22014106
24038206
23017631
23010311
21004253
24034112
24003521
24003228
24025109
22031892
23004622
23016194
23018120
23000046
22022103
23010237
23026121
22021625
22019704
23020649
23009555
23021489
23009554
23013448
24016028
23014442
24003277
24010763
21008131
23016241
23015265
23013791
23028446
22014493
